N,P,K,temperature,humidity,pH,rainfall,crop,best_season,planting_months,cultivation_duration,harvest_months,water_requirement
63.0,37.0,43.0,23.41798979,85.08640476,6.661957897,185.7446728,jute,Unknown,Unknown,90,Unknown,Medium
70.0,43.0,40.0,24.35564134,88.80391021,6.176860192,169.1168028,jute,Unknown,Unknown,90,Unknown,Medium
67.0,55.0,44.0,26.284017,75.14640198,7.251847296,182.2685447,jute,Unknown,Unknown,90,Unknown,Medium
74.0,40.0,40.0,25.13842773,83.12053888,6.386259978,169.3388465,jute,Unknown,Unknown,90,Unknown,Medium
89.0,53.0,44.0,24.88692811,71.91711523,7.319735475,150.2498675,jute,Unknown,Unknown,90,Unknown,Medium
74.0,46.0,45.0,25.75734909,88.36668522,6.025028997,189.4263485,jute,Unknown,Unknown,90,Unknown,Medium
89.0,41.0,38.0,23.12844351,74.68322732,6.344751947,199.8362913,jute,Unknown,Unknown,90,Unknown,Medium
60.0,55.0,40.0,24.9949957,88.95692783,7.02777956,151.4935635,jute,Unknown,Unknown,90,Unknown,Medium
67.0,43.0,38.0,25.21622704,70.88259632,7.299304715,195.8645552,jute,Unknown,Unknown,90,Unknown,Medium
70.0,38.0,35.0,24.39736241,79.26861738,7.014063944,164.2697011,jute,Unknown,Unknown,90,Unknown,Medium
74.0,49.0,38.0,23.31410442,71.4509053,7.488014404,164.4970373,jute,Unknown,Unknown,90,Unknown,Medium
90.0,40.0,39.0,25.72668885,81.86171563,6.626503893,191.9649389,jute,Unknown,Unknown,90,Unknown,Medium
82.0,35.0,44.0,26.96656378,78.21047693,6.239011,169.8391177,jute,Unknown,Unknown,90,Unknown,Medium
73.0,45.0,37.0,23.70467146,74.63745355,6.742688094,181.2783964,jute,Unknown,Unknown,90,Unknown,Medium
85.0,53.0,38.0,24.90075709,73.84186449,6.588017308,153.8990984,jute,Unknown,Unknown,90,Unknown,Medium
81.0,56.0,36.0,23.39605743,72.60512854,7.097586415,174.7876411,jute,Unknown,Unknown,90,Unknown,Medium
84.0,55.0,38.0,26.8748389,79.78725152,6.956682743,173.1017097,jute,Unknown,Unknown,90,Unknown,Medium
80.0,45.0,42.0,23.1426498,74.99739774,7.380396262,151.9035477,jute,Unknown,Unknown,90,Unknown,Medium
76.0,54.0,45.0,24.29496635,77.62976013,6.176618831,184.9800516,jute,Unknown,Unknown,90,Unknown,Medium
76.0,56.0,39.0,24.39459498,89.89106506,6.551130445,197.1220049,jute,Unknown,Unknown,90,Unknown,Medium
81.0,40.0,45.0,25.7629429,80.76238215,6.427726565,174.5071843,jute,Unknown,Unknown,90,Unknown,Medium
76.0,44.0,45.0,25.4879684,84.48235878,6.740947635,168.7848886,jute,Unknown,Unknown,90,Unknown,Medium
69.0,47.0,40.0,25.37122686,76.2403666,6.130136384,183.8270791,jute,Unknown,Unknown,90,Unknown,Medium
82.0,40.0,45.0,26.21312799,81.70476368,6.667633355,180.1237765,jute,Unknown,Unknown,90,Unknown,Medium
69.0,57.0,35.0,24.30748599,78.54340987,6.186814392,186.2337571,jute,Unknown,Unknown,90,Unknown,Medium
81.0,36.0,38.0,23.76554749,87.98329901,6.334837865,150.3166152,jute,Unknown,Unknown,90,Unknown,Medium
67.0,60.0,38.0,24.79853023,78.53037059,7.16214284,162.2847429,jute,Unknown,Unknown,90,Unknown,Medium
72.0,51.0,40.0,23.20683504,74.09956958,7.422318499,199.4766779,jute,Unknown,Unknown,90,Unknown,Medium
65.0,39.0,45.0,23.66805429,70.89000744,6.768001309,184.4633281,jute,Unknown,Unknown,90,Unknown,Medium
78.0,50.0,43.0,25.12417673,85.72530641,6.348441469,159.5718087,jute,Unknown,Unknown,90,Unknown,Medium
77.0,52.0,41.0,23.89069041,83.46409075,6.097294061,167.7230632,jute,Unknown,Unknown,90,Unknown,Medium
89.0,52.0,42.0,23.09433785,81.45139295,6.14132902,196.6587013,jute,Unknown,Unknown,90,Unknown,Medium
62.0,49.0,37.0,24.21744605,82.85284045,7.479248124,166.1365886,jute,Unknown,Unknown,90,Unknown,Medium
90.0,48.0,45.0,24.06475727,71.31342851,6.509174789,153.6390212,jute,Unknown,Unknown,90,Unknown,Medium
66.0,47.0,36.0,24.85441411,74.4407048,6.57256106,175.572958,jute,Unknown,Unknown,90,Unknown,Medium
80.0,52.0,39.0,26.41915161,76.85691248,7.165696848,197.2101782,jute,Unknown,Unknown,90,Unknown,Medium
89.0,52.0,45.0,24.89326318,77.01222585,7.207457208,196.469984,jute,Unknown,Unknown,90,Unknown,Medium
77.0,51.0,44.0,23.25583402,82.7015932,7.124333547,166.2160846,jute,Unknown,Unknown,90,Unknown,Medium
94.0,37.0,41.0,24.7634518,87.06071115,6.463538707,179.1630865,jute,Unknown,Unknown,90,Unknown,Medium
75.0,41.0,35.0,24.97042599,78.62697699,6.856833064,166.6415254,jute,Unknown,Unknown,90,Unknown,Medium
60.0,55.0,36.0,26.12797248,80.49172597,7.132389299,150.6326874,jute,Unknown,Unknown,90,Unknown,Medium
62.0,56.0,35.0,25.97825807,81.65769588,6.235357638,163.3488091,jute,Unknown,Unknown,90,Unknown,Medium
84.0,40.0,42.0,26.2830571,73.35763537,6.704273839,186.6898282,jute,Unknown,Unknown,90,Unknown,Medium
100.0,56.0,40.0,26.38905406,83.31240346,7.433313409,176.1516409,jute,Unknown,Unknown,90,Unknown,Medium
75.0,56.0,44.0,25.2746335,73.7459581,6.109478059,168.0432282,jute,Unknown,Unknown,90,Unknown,Medium
78.0,46.0,42.0,23.09499564,78.45959697,7.095413294,155.3851533,jute,Unknown,Unknown,90,Unknown,Medium
82.0,48.0,36.0,25.79351957,81.76904006,6.352076783,193.2418382,jute,Unknown,Unknown,90,Unknown,Medium
100.0,58.0,41.0,23.17403323,87.88255345,6.658769991,160.6217342,jute,Unknown,Unknown,90,Unknown,Medium
88.0,50.0,40.0,25.63215038,79.95150917,7.051822472,182.2582277,jute,Unknown,Unknown,90,Unknown,Medium
67.0,41.0,40.0,25.848795,87.81661683,7.333143205,152.6194403,jute,Unknown,Unknown,90,Unknown,Medium
72.0,42.0,43.0,26.56767277,80.90424543,6.352771037,181.2915605,jute,Unknown,Unknown,90,Unknown,Medium
89.0,40.0,43.0,26.24532085,72.97198375,7.124050134,189.9711184,jute,Unknown,Unknown,90,Unknown,Medium
89.0,57.0,43.0,26.91515043,73.19897535,6.998787171,177.2233048,jute,Unknown,Unknown,90,Unknown,Medium
61.0,41.0,44.0,24.36972377,82.11319791,6.537914958,159.9210934,jute,Unknown,Unknown,90,Unknown,Medium
79.0,45.0,43.0,25.71901283,79.15532398,7.171054239,187.1735424,jute,Unknown,Unknown,90,Unknown,Medium
84.0,40.0,43.0,25.01157559,88.3313023,7.228268228,169.4168014,jute,Unknown,Unknown,90,Unknown,Medium
98.0,43.0,35.0,25.40785911,76.44048625,7.319952206,188.6372826,jute,Unknown,Unknown,90,Unknown,Medium
75.0,36.0,44.0,23.28081,74.27607475,6.613341343,153.7447398,jute,Unknown,Unknown,90,Unknown,Medium
89.0,58.0,35.0,23.98651719,82.09053379,6.096838784,167.0576456,jute,Unknown,Unknown,90,Unknown,Medium
91.0,41.0,37.0,24.48556447,83.20630007,6.132570523,192.2316221,jute,Unknown,Unknown,90,Unknown,Medium
77.0,48.0,36.0,25.86705009,84.09985284,7.36008498,154.8390847,jute,Unknown,Unknown,90,Unknown,Medium
66.0,58.0,35.0,23.5643831,79.46283115,7.321619041,185.25947,jute,Unknown,Unknown,90,Unknown,Medium
62.0,59.0,41.0,24.2248758,74.89465426,7.175170657,192.4931257,jute,Unknown,Unknown,90,Unknown,Medium
82.0,35.0,35.0,25.49386782,86.97061481,7.299076163,176.5268267,jute,Unknown,Unknown,90,Unknown,Medium
61.0,41.0,35.0,24.97178693,79.47557931,6.842966479,195.7571622,jute,Unknown,Unknown,90,Unknown,Medium
99.0,57.0,38.0,24.80624984,82.09281674,6.356295568,156.3616174,jute,Unknown,Unknown,90,Unknown,Medium
70.0,42.0,43.0,23.16814977,76.66724969,6.508342839,157.1215052,jute,Unknown,Unknown,90,Unknown,Medium
90.0,59.0,35.0,24.25133493,89.86454053,7.098227926,175.1742112,jute,Unknown,Unknown,90,Unknown,Medium
73.0,43.0,42.0,26.58361011,78.00774772,6.310699968,154.8238864,jute,Unknown,Unknown,90,Unknown,Medium
67.0,46.0,44.0,26.82489244,78.20392774,7.093328631,153.9199807,jute,Unknown,Unknown,90,Unknown,Medium
84.0,37.0,42.0,25.49674786,81.13449097,6.691074249,169.9288234,jute,Unknown,Unknown,90,Unknown,Medium
72.0,41.0,36.0,24.09874353,80.57226761,6.187746776,176.8604109,jute,Unknown,Unknown,90,Unknown,Medium
71.0,56.0,37.0,23.18866654,86.20899734,6.491506245,176.103677,jute,Unknown,Unknown,90,Unknown,Medium
64.0,53.0,38.0,26.24347471,78.51063754,6.855362875,183.4065252,jute,Unknown,Unknown,90,Unknown,Medium
65.0,54.0,39.0,23.75091572,71.14782585,7.124571593,160.0889553,jute,Unknown,Unknown,90,Unknown,Medium
60.0,58.0,37.0,26.13871511,79.1188943,6.067302109,171.4892533,jute,Unknown,Unknown,90,Unknown,Medium
86.0,39.0,43.0,26.14576648,71.23690851,6.432051512,193.1007598,jute,Unknown,Unknown,90,Unknown,Medium
90.0,50.0,44.0,26.91643698,73.48655995,6.253408852,171.4716375,jute,Unknown,Unknown,90,Unknown,Medium
91.0,38.0,36.0,26.5232969,77.17331847,7.287318723,157.8548562,jute,Unknown,Unknown,90,Unknown,Medium
87.0,48.0,38.0,23.81579631,80.94023552,7.161865733,190.312216,jute,Unknown,Unknown,90,Unknown,Medium
72.0,41.0,36.0,26.50838667,86.84264005,6.065898283,152.9801697,jute,Unknown,Unknown,90,Unknown,Medium
71.0,54.0,35.0,26.63952463,70.95705996,7.311077075,199.3355744,jute,Unknown,Unknown,90,Unknown,Medium
82.0,46.0,41.0,23.3250131,79.79609448,6.581693772,187.3096148,jute,Unknown,Unknown,90,Unknown,Medium
71.0,52.0,43.0,26.47549543,73.96164569,6.732826127,180.2513601,jute,Unknown,Unknown,90,Unknown,Medium
80.0,43.0,43.0,23.78756036,74.36794079,6.014572075,172.6442654,jute,Unknown,Unknown,90,Unknown,Medium
77.0,55.0,43.0,25.49941707,75.99987588,6.663559451,193.7141828,jute,Unknown,Unknown,90,Unknown,Medium
95.0,57.0,41.0,23.24925555,73.65346838,6.434610995,184.7674863,jute,Unknown,Unknown,90,Unknown,Medium
63.0,47.0,35.0,26.98582182,89.05587886,7.432768147,193.8778713,jute,Unknown,Unknown,90,Unknown,Medium
93.0,43.0,38.0,23.61475336,86.14290267,6.987332927,150.2355238,jute,Unknown,Unknown,90,Unknown,Medium
87.0,44.0,43.0,23.87484465,86.79261344,6.718725189,177.5147313,jute,Unknown,Unknown,90,Unknown,Medium
88.0,52.0,39.0,23.92887902,88.07112278,6.880204617,154.6608736,jute,Unknown,Unknown,90,Unknown,Medium
90.0,39.0,37.0,24.81441246,81.68688879,6.86106911,190.7886386,jute,Unknown,Unknown,90,Unknown,Medium
90.0,39.0,43.0,24.44743944,82.286484,6.7693455,190.9684885,jute,Unknown,Unknown,90,Unknown,Medium
84.0,38.0,43.0,26.57421679,73.81994896,7.26158085,159.3223075,jute,Unknown,Unknown,90,Unknown,Medium
91.0,21.0,26.0,26.33377983,57.36469955,7.261313694,191.6549412,coffee,Unknown,Unknown,90,Unknown,Medium
107.0,21.0,26.0,26.45288458,55.32222678,7.235070264,144.6861336,coffee,Unknown,Unknown,90,Unknown,Medium
83.0,38.0,35.0,25.70822684,52.88667115,7.18915558,136.7325092,coffee,Unknown,Unknown,90,Unknown,Medium
108.0,24.0,31.0,24.12832546,56.18107663,6.431899748,147.2757818,coffee,Unknown,Unknown,90,Unknown,Medium
116.0,28.0,34.0,23.44372334,60.39523266,6.42321105,122.2103248,coffee,Unknown,Unknown,90,Unknown,Medium
116.0,23.0,25.0,23.4123707,52.26994674,6.869720196,139.3670753,coffee,Unknown,Unknown,90,Unknown,Medium
109.0,31.0,27.0,23.05951896,50.40609436,6.973839707,164.4971875,coffee,Unknown,Unknown,90,Unknown,Medium
89.0,25.0,34.0,23.07895447,63.65861483,7.184801627,129.8765443,coffee,Unknown,Unknown,90,Unknown,Medium
118.0,18.0,32.0,27.6496114,51.11044023,6.351823783,122.8392822,coffee,Unknown,Unknown,90,Unknown,Medium
111.0,32.0,34.0,25.46743689,69.35161206,6.392048018,171.3764462,coffee,Unknown,Unknown,90,Unknown,Medium
84.0,36.0,28.0,26.7350622,55.55164819,6.119892347,140.6305213,coffee,Unknown,Unknown,90,Unknown,Medium
85.0,33.0,25.0,26.20811417,52.50987966,6.910823945,189.0944824,coffee,Unknown,Unknown,90,Unknown,Medium
99.0,15.0,27.0,27.0424167,57.27927475,6.501157208,165.6872119,coffee,Unknown,Unknown,90,Unknown,Medium
81.0,30.0,31.0,24.65090184,51.93952357,7.027585559,135.1386537,coffee,Unknown,Unknown,90,Unknown,Medium
95.0,39.0,29.0,27.35152643,55.99375012,7.13411409,148.9812525,coffee,Unknown,Unknown,90,Unknown,Medium
81.0,34.0,30.0,25.17787724,62.26244581,6.647765997,135.0119649,coffee,Unknown,Unknown,90,Unknown,Medium
80.0,15.0,28.0,23.11438731,68.00096043,6.703270635,161.8944624,coffee,Unknown,Unknown,90,Unknown,Medium
104.0,20.0,26.0,27.22783677,52.95261751,7.493191968,175.7260273,coffee,Unknown,Unknown,90,Unknown,Medium
109.0,29.0,28.0,23.26316991,60.5160021,6.724688503,194.1755471,coffee,Unknown,Unknown,90,Unknown,Medium
100.0,32.0,26.0,25.234661,57.53161469,6.043485685,124.2261737,coffee,Unknown,Unknown,90,Unknown,Medium
100.0,24.0,28.0,25.59535262,57.72920846,7.101661011,195.7733251,coffee,Unknown,Unknown,90,Unknown,Medium
83.0,21.0,28.0,25.5674832,60.49244602,7.466900683,190.2257843,coffee,Unknown,Unknown,90,Unknown,Medium
120.0,23.0,28.0,25.67324193,51.29043632,6.877799264,196.2736367,coffee,Unknown,Unknown,90,Unknown,Medium
104.0,26.0,30.0,24.40726724,62.65692638,6.410992833,148.6977358,coffee,Unknown,Unknown,90,Unknown,Medium
108.0,33.0,31.0,23.69287069,66.76090123,7.393825704,144.6576424,coffee,Unknown,Unknown,90,Unknown,Medium
91.0,25.0,26.0,24.53460016,66.99765375,7.482414225,180.5059257,coffee,Unknown,Unknown,90,Unknown,Medium
86.0,26.0,27.0,27.13140403,52.89368299,6.081172981,192.4280381,coffee,Unknown,Unknown,90,Unknown,Medium
98.0,18.0,27.0,27.56088634,68.49299897,6.516312148,167.4358075,coffee,Unknown,Unknown,90,Unknown,Medium
111.0,27.0,31.0,23.59302313,55.27564977,6.043330951,191.3980675,coffee,Unknown,Unknown,90,Unknown,Medium
84.0,39.0,35.0,23.17714381,52.13864034,6.959404135,117.3113562,coffee,Unknown,Unknown,90,Unknown,Medium
98.0,27.0,27.0,24.71384065,51.29142534,7.238109556,197.6439711,coffee,Unknown,Unknown,90,Unknown,Medium
118.0,21.0,34.0,24.38534644,64.72543073,7.234258375,119.6324109,coffee,Unknown,Unknown,90,Unknown,Medium
103.0,27.0,31.0,27.15998538,51.59100753,6.691541233,126.1752206,coffee,Unknown,Unknown,90,Unknown,Medium
82.0,24.0,33.0,26.53543168,67.09608099,6.809593554,120.6494434,coffee,Unknown,Unknown,90,Unknown,Medium
86.0,31.0,35.0,27.01207284,60.76645256,6.485761419,191.4508931,coffee,Unknown,Unknown,90,Unknown,Medium
88.0,35.0,35.0,27.55906475,58.45742907,6.784460602,117.9389993,coffee,Unknown,Unknown,90,Unknown,Medium
84.0,27.0,29.0,23.32293161,53.00366334,7.167092586,168.2644287,coffee,Unknown,Unknown,90,Unknown,Medium
120.0,40.0,33.0,24.23850608,54.30329632,6.73410539,115.1564012,coffee,Unknown,Unknown,90,Unknown,Medium
106.0,40.0,30.0,23.42611644,64.10651528,6.779984384,122.6847408,coffee,Unknown,Unknown,90,Unknown,Medium
113.0,21.0,33.0,26.02241444,55.83288958,7.277422738,176.9020924,coffee,Unknown,Unknown,90,Unknown,Medium
117.0,34.0,25.0,24.83846178,56.7685316,7.21270048,124.4135035,coffee,Unknown,Unknown,90,Unknown,Medium
80.0,30.0,25.0,26.24092174,65.64381357,7.487266991,148.3771202,coffee,Unknown,Unknown,90,Unknown,Medium
88.0,21.0,27.0,24.43011925,66.02411187,7.231166546,181.6368274,coffee,Unknown,Unknown,90,Unknown,Medium
113.0,33.0,34.0,26.00373964,62.1445102,6.559817161,153.477776,coffee,Unknown,Unknown,90,Unknown,Medium
87.0,23.0,28.0,26.22367404,62.26594559,6.979590627,193.7461968,coffee,Unknown,Unknown,90,Unknown,Medium
113.0,15.0,29.0,27.09617155,63.55324262,6.779230041,190.2440566,coffee,Unknown,Unknown,90,Unknown,Medium
98.0,29.0,30.0,25.64004392,61.03273481,6.217974349,199.4735636,coffee,Unknown,Unknown,90,Unknown,Medium
97.0,29.0,27.0,27.74576987,54.36976075,7.205078785,139.8619431,coffee,Unknown,Unknown,90,Unknown,Medium
85.0,35.0,32.0,26.24928198,54.28617819,6.854011265,133.1120232,coffee,Unknown,Unknown,90,Unknown,Medium
82.0,29.0,35.0,26.67377159,52.24226285,6.246872394,156.1543898,coffee,Unknown,Unknown,90,Unknown,Medium
103.0,33.0,25.0,27.10210397,55.7497332,6.911066044,139.5013171,coffee,Unknown,Unknown,90,Unknown,Medium
112.0,17.0,28.0,27.62975458,61.26002598,6.777417989,196.6492664,coffee,Unknown,Unknown,90,Unknown,Medium
99.0,19.0,33.0,27.5364547,55.51673151,6.273741983,130.6377143,coffee,Unknown,Unknown,90,Unknown,Medium
120.0,20.0,34.0,23.56960509,50.56339727,6.906124587,130.3797119,coffee,Unknown,Unknown,90,Unknown,Medium
114.0,27.0,28.0,24.99451759,57.93250202,7.162802357,192.8736822,coffee,Unknown,Unknown,90,Unknown,Medium
100.0,40.0,35.0,27.56441788,54.41094079,6.955787351,177.816092,coffee,Unknown,Unknown,90,Unknown,Medium
108.0,35.0,25.0,23.98143338,61.10935084,6.971963169,161.5279095,coffee,Unknown,Unknown,90,Unknown,Medium
115.0,31.0,30.0,24.22984659,67.37768353,6.840927967,122.4073418,coffee,Unknown,Unknown,90,Unknown,Medium
87.0,28.0,30.0,25.60153969,68.66257977,6.536676653,168.8383605,coffee,Unknown,Unknown,90,Unknown,Medium
82.0,24.0,26.0,24.31274458,53.57285558,6.089443603,184.4103931,coffee,Unknown,Unknown,90,Unknown,Medium
94.0,26.0,27.0,26.36629861,52.25738495,7.456460375,177.3176161,coffee,Unknown,Unknown,90,Unknown,Medium
87.0,28.0,35.0,26.5602777,57.1621814,6.759211911,152.0616227,coffee,Unknown,Unknown,90,Unknown,Medium
118.0,40.0,35.0,26.35034208,58.50650238,7.460174812,121.5586297,coffee,Unknown,Unknown,90,Unknown,Medium
87.0,38.0,29.0,25.20406808,57.88370456,6.652642579,156.1457255,coffee,Unknown,Unknown,90,Unknown,Medium
92.0,40.0,30.0,23.35723208,55.18792166,6.026287448,171.6976946,coffee,Unknown,Unknown,90,Unknown,Medium
97.0,22.0,26.0,23.60567546,59.68849145,6.074190142,185.1568059,coffee,Unknown,Unknown,90,Unknown,Medium
99.0,40.0,32.0,24.18471151,69.94807345,7.045543056,163.2708732,coffee,Unknown,Unknown,90,Unknown,Medium
89.0,28.0,33.0,26.44414097,53.83876189,6.993236001,175.3723314,coffee,Unknown,Unknown,90,Unknown,Medium
112.0,39.0,29.0,26.12492233,63.37479229,6.726528895,147.8035305,coffee,Unknown,Unknown,90,Unknown,Medium
111.0,28.0,26.0,27.77363343,64.47858698,6.937352845,192.7121236,coffee,Unknown,Unknown,90,Unknown,Medium
114.0,20.0,26.0,25.55656667,62.67087838,7.27905689,193.5866233,coffee,Unknown,Unknown,90,Unknown,Medium
117.0,26.0,30.0,27.92374437,67.96910852,7.079850922,115.2325531,coffee,Unknown,Unknown,90,Unknown,Medium
111.0,29.0,31.0,26.05968403,52.31098539,6.136286518,161.3432535,coffee,Unknown,Unknown,90,Unknown,Medium
119.0,30.0,28.0,26.35770906,64.57578034,6.505203696,163.6269496,coffee,Unknown,Unknown,90,Unknown,Medium
116.0,40.0,33.0,24.91370487,54.15319242,7.042089492,129.5481144,coffee,Unknown,Unknown,90,Unknown,Medium
95.0,37.0,35.0,27.31317116,68.4233391,6.348337519,192.4288139,coffee,Unknown,Unknown,90,Unknown,Medium
86.0,40.0,33.0,26.1387869,52.26311691,7.432322234,136.3027766,coffee,Unknown,Unknown,90,Unknown,Medium
117.0,37.0,32.0,23.1069385,67.06230539,6.787658922,162.5769606,coffee,Unknown,Unknown,90,Unknown,Medium
105.0,18.0,35.0,23.52648086,68.44030686,6.743417121,171.8839938,coffee,Unknown,Unknown,90,Unknown,Medium
109.0,23.0,25.0,25.11711046,68.48030408,7.00733163,194.8773479,coffee,Unknown,Unknown,90,Unknown,Medium
80.0,18.0,31.0,24.02952505,58.84880599,7.303033217,134.6803969,coffee,Unknown,Unknown,90,Unknown,Medium
101.0,31.0,26.0,26.70897548,69.71184111,6.861235184,158.8608887,coffee,Unknown,Unknown,90,Unknown,Medium
103.0,33.0,33.0,26.71717393,50.50148528,7.131435858,126.8073984,coffee,Unknown,Unknown,90,Unknown,Medium
93.0,26.0,27.0,24.59245684,56.46829641,7.288211994,137.7044047,coffee,Unknown,Unknown,90,Unknown,Medium
104.0,35.0,28.0,27.51006055,50.66687215,6.983732393,143.9955548,coffee,Unknown,Unknown,90,Unknown,Medium
116.0,36.0,25.0,27.57847581,58.52534263,6.172090205,156.6810374,coffee,Unknown,Unknown,90,Unknown,Medium
107.0,38.0,29.0,26.65069302,57.56695719,6.35118177,145.105065,coffee,Unknown,Unknown,90,Unknown,Medium
101.0,33.0,33.0,26.97251562,62.0183627,6.908671379,142.8610793,coffee,Unknown,Unknown,90,Unknown,Medium
107.0,31.0,31.0,23.17124551,52.97841162,6.766184468,153.1201644,coffee,Unknown,Unknown,90,Unknown,Medium
99.0,16.0,30.0,23.52652084,65.44340921,6.392791654,186.1728203,coffee,Unknown,Unknown,90,Unknown,Medium
103.0,40.0,30.0,27.30901814,55.196224,6.348316257,141.4831644,coffee,Unknown,Unknown,90,Unknown,Medium
118.0,31.0,34.0,27.54823036,62.88179198,6.123796057,181.4170812,coffee,Unknown,Unknown,90,Unknown,Medium
106.0,21.0,35.0,25.627355,57.04151119,7.428523634,188.5506536,coffee,Unknown,Unknown,90,Unknown,Medium
116.0,38.0,34.0,23.29250318,50.04557009,6.020947179,183.468585,coffee,Unknown,Unknown,90,Unknown,Medium
